time	V(n001)
5.12000000e-02	-2.45416368e-01
5.14000000e-02	-2.83852861e-01
5.16000000e-02	-3.21169116e-01
5.18000000e-02	-3.57217863e-01
5.20000000e-02	-3.91856835e-01
5.22000000e-02	-4.24949326e-01
5.24000000e-02	-4.56364737e-01
5.26000000e-02	-4.85979085e-01
5.28000000e-02	-5.13675495e-01
5.30000000e-02	-5.39344663e-01
5.32000000e-02	-5.62885284e-01
5.34000000e-02	-5.84204453e-01
5.36000000e-02	-6.03218035e-01
5.38000000e-02	-6.19850991e-01
5.40000000e-02	-6.34037678e-01
5.42000000e-02	-6.45722107e-01
5.44000000e-02	-6.54858167e-01
5.46000000e-02	-6.61409801e-01
5.48000000e-02	-6.65351152e-01
5.50000000e-02	-6.66666667e-01
5.52000000e-02	-6.65351152e-01
5.54000000e-02	-6.61409801e-01
5.56000000e-02	-6.54858167e-01
5.58000000e-02	-6.45722107e-01
5.60000000e-02	-6.34037678e-01
5.62000000e-02	-6.19850991e-01
5.64000000e-02	-6.03218035e-01
5.66000000e-02	-5.84204453e-01
5.68000000e-02	-5.62885284e-01
5.70000000e-02	-5.39344663e-01
5.72000000e-02	-5.13675495e-01
5.74000000e-02	-4.85979085e-01
5.76000000e-02	-4.56364737e-01
5.78000000e-02	-4.24949326e-01
5.80000000e-02	-3.91856835e-01
5.82000000e-02	-3.57217863e-01
5.84000000e-02	-3.21169116e-01
5.86000000e-02	-2.83852861e-01
5.88000000e-02	-2.45416368e-01
5.90000000e-02	-2.06011330e-01
5.92000000e-02	-1.65793258e-01
5.94000000e-02	-1.24920876e-01
5.96000000e-02	-8.35554890e-02
5.98000000e-02	-4.18603464e-02
