time	V(n001)
5.42000000e-02	-6.00094257e-01
5.44000000e-02	-6.09030050e-01
5.46000000e-02	-6.15904936e-01
5.48000000e-02	-6.20567118e-01
5.50000000e-02	-6.22852382e-01
5.52000000e-02	-6.22606159e-01
5.54000000e-02	-6.19704012e-01
5.56000000e-02	-6.14067879e-01
5.58000000e-02	-6.05676123e-01
5.60000000e-02	-5.94566453e-01
5.62000000e-02	-5.80831773e-01
5.64000000e-02	-5.64610026e-01
5.66000000e-02	-5.46069785e-01
5.68000000e-02	-5.25393846e-01
5.70000000e-02	-5.02763171e-01
5.72000000e-02	-4.78343292e-01
5.74000000e-02	-4.52274852e-01
5.76000000e-02	-4.24669211e-01
5.78000000e-02	-3.95609337e-01
5.80000000e-02	-3.65155420e-01
5.82000000e-02	-3.33354073e-01
5.84000000e-02	-3.00249528e-01
5.86000000e-02	-2.65895111e-01
5.88000000e-02	-2.30363330e-01
5.90000000e-02	-1.93753222e-01
5.92000000e-02	-1.56194075e-01
5.94000000e-02	-1.17845189e-01
5.96000000e-02	-7.88919070e-02
5.98000000e-02	-3.95386467e-02
