time	V(n001)
1.18000000e-02	-5.35826795e-01
1.20000000e-02	-5.87785252e-01
1.22000000e-02	-6.37423990e-01
1.24000000e-02	-6.84547106e-01
1.26000000e-02	-7.28968627e-01
1.28000000e-02	-7.70513243e-01
1.30000000e-02	-8.09016994e-01
1.32000000e-02	-8.44327926e-01
1.34000000e-02	-8.76306680e-01
1.36000000e-02	-9.04827052e-01
1.38000000e-02	-9.29776486e-01
1.40000000e-02	-9.51056516e-01
1.42000000e-02	-9.68583161e-01
1.44000000e-02	-9.82287251e-01
1.46000000e-02	-9.92114701e-01
1.48000000e-02	-9.98026728e-01
1.50000000e-02	-1.00000000e+00
1.52000000e-02	-9.98026728e-01
1.54000000e-02	-9.92114701e-01
1.56000000e-02	-9.82287251e-01
1.58000000e-02	-9.68583161e-01
1.60000000e-02	-9.51056516e-01
1.62000000e-02	-9.29776486e-01
1.64000000e-02	-9.04827052e-01
1.66000000e-02	-8.76306680e-01
1.68000000e-02	-8.44327926e-01
1.70000000e-02	-8.09016994e-01
1.72000000e-02	-7.70513243e-01
1.74000000e-02	-7.28968627e-01
1.76000000e-02	-6.84547106e-01
1.78000000e-02	-6.37423990e-01
1.80000000e-02	-5.87785252e-01
1.82000000e-02	-5.35826795e-01
1.84000000e-02	-4.81753674e-01
1.86000000e-02	-4.25779292e-01
1.88000000e-02	-3.68124553e-01
1.90000000e-02	-3.09016994e-01
1.92000000e-02	-2.48689887e-01
1.94000000e-02	-1.87381315e-01
1.96000000e-02	-1.25333234e-01
1.98000000e-02	-6.27905195e-02
2.00000000e-02	-5.09898501e-16
2.02000000e-02	2.82557338e-02
2.04000000e-02	5.63999551e-02
2.06000000e-02	8.43215916e-02
2.08000000e-02	1.11910449e-01
2.10000000e-02	1.39057647e-01
2.12000000e-02	1.65656049e-01
2.14000000e-02	1.91600681e-01
2.16000000e-02	2.16789153e-01
2.18000000e-02	2.41122058e-01
2.20000000e-02	2.64503364e-01
2.22000000e-02	2.86840795e-01
2.24000000e-02	3.08046198e-01
2.26000000e-02	3.28035882e-01
2.28000000e-02	3.46730959e-01
2.30000000e-02	3.64057647e-01
2.32000000e-02	3.79947566e-01
2.34000000e-02	3.94338006e-01
2.36000000e-02	4.07172174e-01
2.38000000e-02	4.18399419e-01
2.40000000e-02	4.27975432e-01
2.42000000e-02	4.35862423e-01
2.44000000e-02	4.42029263e-01
2.46000000e-02	4.46451616e-01
2.48000000e-02	4.49112028e-01
2.50000000e-02	4.50000000e-01
2.52000000e-02	4.49112028e-01
2.54000000e-02	4.46451616e-01
2.56000000e-02	4.42029263e-01
2.58000000e-02	4.35862423e-01
2.60000000e-02	4.27975432e-01
2.62000000e-02	4.18399419e-01
2.64000000e-02	4.07172174e-01
2.66000000e-02	3.94338006e-01
2.68000000e-02	3.79947566e-01
2.70000000e-02	3.64057647e-01
2.72000000e-02	3.46730959e-01
2.74000000e-02	3.28035882e-01
2.76000000e-02	3.08046198e-01
2.78000000e-02	2.86840795e-01
2.80000000e-02	2.64503364e-01
2.82000000e-02	2.41122058e-01
2.84000000e-02	2.16789153e-01
2.86000000e-02	1.91600681e-01
2.88000000e-02	1.65656049e-01
2.90000000e-02	1.39057647e-01
2.92000000e-02	1.11910449e-01
2.94000000e-02	8.43215916e-02
2.96000000e-02	5.63999551e-02
2.98000000e-02	2.82557338e-02
3.00000000e-02	1.65327318e-16
3.02000000e-02	-2.82557338e-02
3.04000000e-02	-5.63999551e-02
3.06000000e-02	-8.43215916e-02
3.08000000e-02	-1.11910449e-01
3.10000000e-02	-1.39057647e-01
3.12000000e-02	-1.65656049e-01
3.14000000e-02	-1.91600681e-01
3.16000000e-02	-2.16789153e-01
3.18000000e-02	-2.41122058e-01
3.20000000e-02	-2.64503364e-01
3.22000000e-02	-2.86840795e-01
3.24000000e-02	-3.08046198e-01
3.26000000e-02	-3.28035882e-01
3.28000000e-02	-3.46730959e-01
3.30000000e-02	-3.64057647e-01
3.32000000e-02	-3.79947566e-01
3.34000000e-02	-3.94338006e-01
3.36000000e-02	-4.07172174e-01
3.38000000e-02	-4.18399419e-01
3.40000000e-02	-4.27975432e-01
3.42000000e-02	-4.35862423e-01
3.44000000e-02	-4.42029263e-01
3.46000000e-02	-4.46451616e-01
3.48000000e-02	-4.49112028e-01
3.50000000e-02	-4.50000000e-01
3.52000000e-02	-4.49112028e-01
3.54000000e-02	-4.46451616e-01
3.56000000e-02	-4.42029263e-01
3.58000000e-02	-4.35862423e-01
3.60000000e-02	-4.27975432e-01
3.62000000e-02	-4.18399419e-01
3.64000000e-02	-4.07172174e-01
3.66000000e-02	-3.94338006e-01
3.68000000e-02	-3.79947566e-01
3.70000000e-02	-3.64057647e-01
3.72000000e-02	-3.46730959e-01
3.74000000e-02	-3.28035882e-01
3.76000000e-02	-3.08046198e-01
3.78000000e-02	-2.86840795e-01
3.80000000e-02	-2.64503364e-01
3.82000000e-02	-2.41122058e-01
3.84000000e-02	-2.16789153e-01
3.86000000e-02	-1.91600681e-01
3.88000000e-02	-1.65656049e-01
3.90000000e-02	-1.39057647e-01
3.92000000e-02	-1.11910449e-01
3.94000000e-02	-8.43215916e-02
3.96000000e-02	-5.63999551e-02
3.98000000e-02	-2.82557338e-02
4.00000000e-02	-2.26621556e-15
4.02000000e-02	6.27905195e-02
4.04000000e-02	1.25333234e-01
4.06000000e-02	1.87381315e-01
4.08000000e-02	2.48689887e-01
4.10000000e-02	3.09016994e-01
4.12000000e-02	3.68124553e-01
4.14000000e-02	4.25779292e-01
4.16000000e-02	4.81753674e-01
4.18000000e-02	5.35826795e-01
4.20000000e-02	5.87785252e-01
4.22000000e-02	6.37423990e-01
4.24000000e-02	6.84547106e-01
4.26000000e-02	7.28968627e-01
4.28000000e-02	7.70513243e-01
4.30000000e-02	8.09016994e-01
4.32000000e-02	8.44327926e-01
4.34000000e-02	8.76306680e-01
4.36000000e-02	9.04827052e-01
4.38000000e-02	9.29776486e-01
4.40000000e-02	9.51056516e-01
4.42000000e-02	9.68583161e-01
4.44000000e-02	9.82287251e-01
4.46000000e-02	9.92114701e-01
4.48000000e-02	9.98026728e-01
4.50000000e-02	1.00000000e+00
4.52000000e-02	9.98026728e-01
4.54000000e-02	9.92114701e-01
4.56000000e-02	9.82287251e-01
4.58000000e-02	9.68583161e-01
4.60000000e-02	9.51056516e-01
4.62000000e-02	9.29776486e-01
4.64000000e-02	9.04827052e-01
4.66000000e-02	8.76306680e-01
4.68000000e-02	8.44327926e-01
4.70000000e-02	8.09016994e-01
4.72000000e-02	7.70513243e-01
4.74000000e-02	7.28968627e-01
4.76000000e-02	6.84547106e-01
4.78000000e-02	6.37423990e-01
4.80000000e-02	5.87785252e-01
4.82000000e-02	5.35826795e-01
4.84000000e-02	4.81753674e-01
4.86000000e-02	4.25779292e-01
4.88000000e-02	3.68124553e-01
4.90000000e-02	3.09016994e-01
4.92000000e-02	2.48689887e-01
4.94000000e-02	1.87381315e-01
4.96000000e-02	1.25333234e-01
4.98000000e-02	6.27905195e-02
5.00000000e-02	6.12323400e-16
5.02000000e-02	-6.27905195e-02
5.04000000e-02	-1.25333234e-01
5.06000000e-02	-1.87381315e-01
5.08000000e-02	-2.48689887e-01
5.10000000e-02	-3.09016994e-01
5.12000000e-02	-3.68124553e-01
5.14000000e-02	-4.25779292e-01
5.16000000e-02	-4.81753674e-01
5.18000000e-02	-5.35826795e-01
5.20000000e-02	-5.87785252e-01
5.22000000e-02	-6.37423990e-01
5.24000000e-02	-6.84547106e-01
5.26000000e-02	-7.28968627e-01
5.28000000e-02	-7.70513243e-01
5.30000000e-02	-8.09016994e-01
5.32000000e-02	-8.44327926e-01
5.34000000e-02	-8.76306680e-01
5.36000000e-02	-9.04827052e-01
5.38000000e-02	-9.29776486e-01
5.40000000e-02	-9.51056516e-01
5.42000000e-02	-9.68583161e-01
5.44000000e-02	-9.82287251e-01
5.46000000e-02	-9.92114701e-01
5.48000000e-02	-9.98026728e-01
5.50000000e-02	-1.00000000e+00
5.52000000e-02	-9.98026728e-01
5.54000000e-02	-9.92114701e-01
5.56000000e-02	-9.82287251e-01
5.58000000e-02	-9.68583161e-01
5.60000000e-02	-9.51056516e-01
5.62000000e-02	-9.29776486e-01
5.64000000e-02	-9.04827052e-01
5.66000000e-02	-8.76306680e-01
5.68000000e-02	-8.44327926e-01
5.70000000e-02	-8.09016994e-01
5.72000000e-02	-7.70513243e-01
5.74000000e-02	-7.28968627e-01
5.76000000e-02	-6.84547106e-01
5.78000000e-02	-6.37423990e-01
5.80000000e-02	-5.87785252e-01
5.82000000e-02	-5.35826795e-01
5.84000000e-02	-4.81753674e-01
5.86000000e-02	-4.25779292e-01
5.88000000e-02	-3.68124553e-01
5.90000000e-02	-3.09016994e-01
5.92000000e-02	-2.48689887e-01
5.94000000e-02	-1.87381315e-01
5.96000000e-02	-1.25333234e-01
5.98000000e-02	-6.27905195e-02
