time	V(n001)
3.02000000e-02	-2.27269761e-01
3.04000000e-02	-4.40040460e-01
3.06000000e-02	-6.25697120e-01
3.08000000e-02	-7.75093084e-01
3.10000000e-02	-8.83586677e-01
3.12000000e-02	-9.51377313e-01
3.14000000e-02	-9.83108316e-01
3.16000000e-02	-9.86827775e-01
3.18000000e-02	-9.72504395e-01
3.20000000e-02	-9.50363991e-01
3.22000000e-02	-9.29332272e-01
3.24000000e-02	-9.15838398e-01
3.26000000e-02	-9.13158294e-01
3.28000000e-02	-9.21371710e-01
3.30000000e-02	-9.37892700e-01
3.32000000e-02	-9.58430844e-01
3.34000000e-02	-9.78168903e-01
3.36000000e-02	-9.92914207e-01
3.38000000e-02	-1.00000000e+00
3.40000000e-02	-9.98774181e-01
3.42000000e-02	-9.90603422e-01
3.44000000e-02	-9.78422048e-01
3.46000000e-02	-9.65947243e-01
3.48000000e-02	-9.56746996e-01
3.50000000e-02	-9.53372399e-01
3.52000000e-02	-9.56746996e-01
3.54000000e-02	-9.65947243e-01
3.56000000e-02	-9.78422048e-01
3.58000000e-02	-9.90603422e-01
3.60000000e-02	-9.98774181e-01
3.62000000e-02	-1.00000000e+00
3.64000000e-02	-9.92914207e-01
3.66000000e-02	-9.78168903e-01
3.68000000e-02	-9.58430844e-01
3.70000000e-02	-9.37892700e-01
3.72000000e-02	-9.21371710e-01
3.74000000e-02	-9.13158294e-01
3.76000000e-02	-9.15838398e-01
3.78000000e-02	-9.29332272e-01
3.80000000e-02	-9.50363991e-01
3.82000000e-02	-9.72504395e-01
3.84000000e-02	-9.86827775e-01
3.86000000e-02	-9.83108316e-01
3.88000000e-02	-9.51377313e-01
3.90000000e-02	-8.83586677e-01
3.92000000e-02	-7.75093084e-01
3.94000000e-02	-6.25697120e-01
3.96000000e-02	-4.40040460e-01
3.98000000e-02	-2.27269761e-01
4.00000000e-02	-6.85331846e-15
4.02000000e-02	1.56737766e-01
4.04000000e-02	3.03476179e-01
4.06000000e-02	4.31515255e-01
4.08000000e-02	5.34546954e-01
4.10000000e-02	6.09370122e-01
4.12000000e-02	6.56122285e-01
4.14000000e-02	6.78005735e-01
4.16000000e-02	6.80570879e-01
4.18000000e-02	6.70692686e-01
4.20000000e-02	6.55423442e-01
4.22000000e-02	6.40918808e-01
4.24000000e-02	6.31612688e-01
4.26000000e-02	6.29764341e-01
4.28000000e-02	6.35428765e-01
4.30000000e-02	6.46822551e-01
4.32000000e-02	6.60986789e-01
4.34000000e-02	6.74599243e-01
4.36000000e-02	6.84768419e-01
4.38000000e-02	6.89655172e-01
4.40000000e-02	6.88809780e-01
4.42000000e-02	6.83174774e-01
4.44000000e-02	6.74773826e-01
4.46000000e-02	6.66170512e-01
4.48000000e-02	6.59825514e-01
4.50000000e-02	6.57498206e-01
4.52000000e-02	6.59825514e-01
4.54000000e-02	6.66170512e-01
4.56000000e-02	6.74773826e-01
4.58000000e-02	6.83174774e-01
4.60000000e-02	6.88809780e-01
4.62000000e-02	6.89655172e-01
4.64000000e-02	6.84768419e-01
4.66000000e-02	6.74599243e-01
4.68000000e-02	6.60986789e-01
4.70000000e-02	6.46822551e-01
4.72000000e-02	6.35428765e-01
4.74000000e-02	6.29764341e-01
4.76000000e-02	6.31612688e-01
4.78000000e-02	6.40918808e-01
4.80000000e-02	6.55423442e-01
4.82000000e-02	6.70692686e-01
4.84000000e-02	6.80570879e-01
4.86000000e-02	6.78005735e-01
4.88000000e-02	6.56122285e-01
4.90000000e-02	6.09370122e-01
4.92000000e-02	5.34546954e-01
4.94000000e-02	4.31515255e-01
4.96000000e-02	3.03476179e-01
4.98000000e-02	1.56737766e-01
5.00000000e-02	4.64883629e-15
5.02000000e-02	-1.56737766e-01
5.04000000e-02	-3.03476179e-01
5.06000000e-02	-4.31515255e-01
5.08000000e-02	-5.34546954e-01
5.10000000e-02	-6.09370122e-01
5.12000000e-02	-6.56122285e-01
5.14000000e-02	-6.78005735e-01
5.16000000e-02	-6.80570879e-01
5.18000000e-02	-6.70692686e-01
5.20000000e-02	-6.55423442e-01
5.22000000e-02	-6.40918808e-01
5.24000000e-02	-6.31612688e-01
5.26000000e-02	-6.29764341e-01
5.28000000e-02	-6.35428765e-01
5.30000000e-02	-6.46822551e-01
5.32000000e-02	-6.60986789e-01
5.34000000e-02	-6.74599243e-01
5.36000000e-02	-6.84768419e-01
5.38000000e-02	-6.89655172e-01
5.40000000e-02	-6.88809780e-01
5.42000000e-02	-6.83174774e-01
5.44000000e-02	-6.74773826e-01
5.46000000e-02	-6.66170512e-01
5.48000000e-02	-6.59825514e-01
5.50000000e-02	-6.57498206e-01
5.52000000e-02	-6.59825514e-01
5.54000000e-02	-6.66170512e-01
5.56000000e-02	-6.74773826e-01
5.58000000e-02	-6.83174774e-01
5.60000000e-02	-6.88809780e-01
5.62000000e-02	-6.89655172e-01
5.64000000e-02	-6.84768419e-01
5.66000000e-02	-6.74599243e-01
5.68000000e-02	-6.60986789e-01
5.70000000e-02	-6.46822551e-01
5.72000000e-02	-6.35428765e-01
5.74000000e-02	-6.29764341e-01
5.76000000e-02	-6.31612688e-01
5.78000000e-02	-6.40918808e-01
5.80000000e-02	-6.55423442e-01
5.82000000e-02	-6.70692686e-01
5.84000000e-02	-6.80570879e-01
5.86000000e-02	-6.78005735e-01
5.88000000e-02	-6.56122285e-01
5.90000000e-02	-6.09370122e-01
5.92000000e-02	-5.34546954e-01
5.94000000e-02	-4.31515255e-01
5.96000000e-02	-3.03476179e-01
5.98000000e-02	-1.56737766e-01
