time	V(n001)
4.54000000e-02	5.96000281e-01
4.56000000e-02	5.88622406e-01
4.58000000e-02	5.78951630e-01
4.60000000e-02	5.67038161e-01
4.62000000e-02	5.52940956e-01
4.64000000e-02	5.36727432e-01
4.66000000e-02	5.18473145e-01
4.68000000e-02	4.98261437e-01
4.70000000e-02	4.76183053e-01
4.72000000e-02	4.52335733e-01
4.74000000e-02	4.26823772e-01
4.76000000e-02	3.99757566e-01
4.78000000e-02	3.71253123e-01
4.80000000e-02	3.41431565e-01
4.82000000e-02	3.10418609e-01
4.84000000e-02	2.78344031e-01
4.86000000e-02	2.45341119e-01
4.88000000e-02	2.11546114e-01
4.90000000e-02	1.77097642e-01
4.92000000e-02	1.42136146e-01
4.94000000e-02	1.06803307e-01
4.96000000e-02	7.12414661e-02
4.98000000e-02	3.55930502e-02
5.00000000e-02	3.46140983e-16
5.02000000e-02	-3.53967967e-02
5.04000000e-02	-7.04580631e-02
5.06000000e-02	-1.05046681e-01
5.08000000e-02	-1.39028226e-01
5.10000000e-02	-1.72271487e-01
5.12000000e-02	-2.04648971e-01
5.14000000e-02	-2.36037390e-01
5.16000000e-02	-2.66318121e-01
5.18000000e-02	-2.95377654e-01
5.20000000e-02	-3.23108008e-01
5.22000000e-02	-3.49407126e-01
5.24000000e-02	-3.74179241e-01
5.26000000e-02	-3.97335218e-01
5.28000000e-02	-4.18792863e-01
5.30000000e-02	-4.38477200e-01
5.32000000e-02	-4.56320728e-01
5.34000000e-02	-4.72263632e-01
5.36000000e-02	-4.86253972e-01
5.38000000e-02	-4.98247835e-01
5.40000000e-02	-5.08209455e-01
5.42000000e-02	-5.16111300e-01
5.44000000e-02	-5.21934124e-01
5.46000000e-02	-5.25666990e-01
5.48000000e-02	-5.27307254e-01
5.50000000e-02	-5.26860521e-01
5.52000000e-02	-5.24340567e-01
5.54000000e-02	-5.19769229e-01
5.56000000e-02	-5.13176266e-01
5.58000000e-02	-5.04599187e-01
5.60000000e-02	-4.94083053e-01
5.62000000e-02	-4.81680248e-01
5.64000000e-02	-4.67450224e-01
5.66000000e-02	-4.51459224e-01
5.68000000e-02	-4.33779973e-01
5.70000000e-02	-4.14491353e-01
5.72000000e-02	-3.93678053e-01
5.74000000e-02	-3.71430199e-01
5.76000000e-02	-3.47842969e-01
5.78000000e-02	-3.23016187e-01
5.80000000e-02	-2.97053905e-01
5.82000000e-02	-2.70063970e-01
5.84000000e-02	-2.42157582e-01
5.86000000e-02	-2.13448840e-01
5.88000000e-02	-1.84054282e-01
5.90000000e-02	-1.54092417e-01
5.92000000e-02	-1.23683257e-01
5.94000000e-02	-9.29478439e-02
5.96000000e-02	-6.20077729e-02
5.98000000e-02	-3.09847257e-02
