time	V(n001)
3.40000000e-02	-8.36040351e-01
3.42000000e-02	-8.37028398e-01
3.44000000e-02	-8.34560344e-01
3.46000000e-02	-8.31231387e-01
3.48000000e-02	-8.29010784e-01
3.50000000e-02	-8.28916182e-01
3.52000000e-02	-8.30888897e-01
3.54000000e-02	-8.33879253e-01
3.56000000e-02	-8.36111608e-01
3.58000000e-02	-8.35467593e-01
3.60000000e-02	-8.29908471e-01
3.62000000e-02	-8.17855799e-01
3.64000000e-02	-7.98462893e-01
3.66000000e-02	-7.71734421e-01
3.68000000e-02	-7.38482548e-01
3.70000000e-02	-7.00139001e-01
3.72000000e-02	-6.58467750e-01
3.74000000e-02	-6.15238240e-01
3.76000000e-02	-5.71922233e-01
3.78000000e-02	-5.29468564e-01
3.80000000e-02	-4.88191950e-01
3.82000000e-02	-4.47788349e-01
3.84000000e-02	-4.07465147e-01
3.86000000e-02	-3.66153993e-01
3.88000000e-02	-3.22761065e-01
3.90000000e-02	-2.76405782e-01
3.92000000e-02	-2.26604479e-01
3.94000000e-02	-1.73368792e-01
3.96000000e-02	-1.17206328e-01
3.98000000e-02	-5.90301527e-02
4.00000000e-02	-2.04717514e-15
4.02000000e-02	5.86708375e-02
4.04000000e-02	1.15905013e-01
4.06000000e-02	1.70912390e-01
4.08000000e-02	2.23277917e-01
4.10000000e-02	2.72974411e-01
4.12000000e-02	3.20303272e-01
4.14000000e-02	3.65779213e-01
4.16000000e-02	4.09984385e-01
4.18000000e-02	4.53421101e-01
4.20000000e-02	4.96390635e-01
4.22000000e-02	5.38918826e-01
4.24000000e-02	5.80739113e-01
4.26000000e-02	6.21332268e-01
4.28000000e-02	6.60011670e-01
4.30000000e-02	6.96035296e-01
4.32000000e-02	7.28721977e-01
4.34000000e-02	7.57550231e-01
4.36000000e-02	7.82222698e-01
4.38000000e-02	8.02686742e-01
4.40000000e-02	8.19110524e-01
4.42000000e-02	8.31822142e-01
4.44000000e-02	8.41225691e-01
4.46000000e-02	8.47711434e-01
4.48000000e-02	8.51577118e-01
4.50000000e-02	8.52974255e-01
4.52000000e-02	8.51887568e-01
4.54000000e-02	8.48149123e-01
4.56000000e-02	8.41482114e-01
4.58000000e-02	8.31564143e-01
4.60000000e-02	8.18096931e-01
4.62000000e-02	8.00869087e-01
4.64000000e-02	7.79800781e-01
4.66000000e-02	7.54963282e-01
4.68000000e-02	7.26571424e-01
4.70000000e-02	6.94952229e-01
4.72000000e-02	6.60497051e-01
4.74000000e-02	6.23607173e-01
4.76000000e-02	5.84643259e-01
4.78000000e-02	5.43887669e-01
4.80000000e-02	5.01525572e-01
4.82000000e-02	4.57646967e-01
4.84000000e-02	4.12267647e-01
4.86000000e-02	3.65363802e-01
4.88000000e-02	3.16912781e-01
4.90000000e-02	2.66931933e-01
4.92000000e-02	2.15508319e-01
4.94000000e-02	1.62814320e-01
4.96000000e-02	1.09107073e-01
4.98000000e-02	5.47128259e-02
5.00000000e-02	5.50840009e-16
5.02000000e-02	-5.46534314e-02
5.04000000e-02	-1.08891967e-01
5.06000000e-02	-1.62408279e-01
5.08000000e-02	-2.14958442e-01
5.10000000e-02	-2.66364731e-01
5.12000000e-02	-3.16506511e-01
5.14000000e-02	-3.65301851e-01
5.16000000e-02	-4.12684075e-01
5.18000000e-02	-4.58578055e-01
5.20000000e-02	-5.02880805e-01
5.22000000e-02	-5.45449787e-01
5.24000000e-02	-5.86100680e-01
5.26000000e-02	-6.24614508e-01
5.28000000e-02	-6.60752259e-01
5.30000000e-02	-6.94273891e-01
5.32000000e-02	-7.24958013e-01
5.34000000e-02	-7.52618651e-01
5.36000000e-02	-7.77116295e-01
5.38000000e-02	-7.98361658e-01
5.40000000e-02	-8.16312042e-01
5.42000000e-02	-8.30961554e-01
5.44000000e-02	-8.42327466e-01
5.46000000e-02	-8.50435568e-01
5.48000000e-02	-8.55307308e-01
5.50000000e-02	-8.56951028e-01
5.52000000e-02	-8.55358625e-01
5.54000000e-02	-8.50507917e-01
5.56000000e-02	-8.42369852e-01
5.58000000e-02	-8.30918907e-01
5.60000000e-02	-8.16144497e-01
5.62000000e-02	-7.98061202e-01
5.64000000e-02	-7.76715955e-01
5.66000000e-02	-7.52191031e-01
5.68000000e-02	-7.24602529e-01
5.70000000e-02	-6.94094861e-01
5.72000000e-02	-6.60832492e-01
5.74000000e-02	-6.24990548e-01
5.76000000e-02	-5.86746031e-01
5.78000000e-02	-5.46271131e-01
5.80000000e-02	-5.03729605e-01
5.82000000e-02	-4.59276586e-01
5.84000000e-02	-4.13061495e-01
5.86000000e-02	-3.65233184e-01
5.88000000e-02	-3.15946067e-01
5.90000000e-02	-2.65365916e-01
5.92000000e-02	-2.13674136e-01
5.94000000e-02	-1.61069677e-01
5.96000000e-02	-1.07768275e-01
5.98000000e-02	-5.39991765e-02
